"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Lao PDR","LAO","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27269909.2922138","36146567.5704698","53600652.062443","63159686.4875433","72434602.8621292","84453455.766578","105449552.747021","123477560.965017","272528542.992746","111280835.41426","126523544.98222","150802703.97309","161730150.743411","178441924.719101","198530801.721187","238982385.521567","263751909.812917","326694793.915864","424926405.397215","549169475.571441","681618064.80758","791228233.666418","933755998.996171","915702383.4646","1010835564.38404","1119134597.80763","1181528149.11149","1236649734.07169","1277526307.36315","1352047830.52207","1432470640.28546","1458710856.94008","1637039350.4757","",
"Lebanon","LBN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220736857.09184","1465129850.68459","1717160469.70854","1972718415.06983","2143612825.26851","2061884385.91791","1970149253.73134","1998673300.16584","2074295190.7131","2155223880.59701","1530772779.23715","1615252283.91376","1584637906.46766","1796288197.41294","2417815695.52239","2802241210.8126","2968459277.61194","3026202321.72471","3251975594.36153","3527453018.90547","3622804038.40796","4018582380.76285","4274078912.57048","4394876670.44776","4087445703.81426","3638979610.42471","933516099.430586","330053453.23692","",
"Liberia","LBR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21439000","21524900","17363400","16871300","36101000","39167700","45806900","54233800","51072500","49649800","52076700","54603300","","","","","","","","","","","",
"Libya","LBY","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","640236220.472441","1556015625","1883615384.61538","2393534087.43504","2806181485.99269","3126326627.59385","3953252696.95979","3063741523.73355","2984212188.19072","1786636170.56037","2138701751.60498","2233388377.76205","2619223514.61804","2017303793.80249","1824367088.60759","1884990672.98034","2148424908.42491","2017449760.42337","","","",
"St. Lucia","LCA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52130111.1111111","59255074.0740741","54095444.4444444","49819185.1851852","49999000","54835777.7777778","54534592.5925926","50429851.8518519","44421275.0422596","52533297.6716722","58688219.088037","60012565.935523","59948863.6383255","41394560.8984193","42273690.2570933","54221980.5617359","",
"Latin America & Caribbean","LCN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","28879861625.0256","31349202852.4542","30170930367.3154","33050308446.8645","37745330388.8387","40180486985.9267","46314055694.7377","51993031975.077","69594559884.4885","93250884230.2523","94571325672.7319","106585006006.938","117259329028.321","130499864561.378","155233989694.853","180696930931.854","201348809882.444","197617587272.845","170914229622.814","173729762559.335","171185810890.17","175721646831.812","182499305029.127","209019663457.347","225006890331.322","235840191873.58","245425505547.53","265813149051.171","305037808780.58","346427140410.023","321733155645.265","337644488414.485","378455038080.214","374187910523.275","341509848285.368","383114625251.778","374308086804.548","333477006362.158","348558141264.438","397166095298.084","460172147606.634","531072983902.533","607745488916.48","693765189358.815","629299808244.922","761947112922.561","832165894319.582","823890803820.076","826119029656.29","838599092171.476","860092242778.355","832725594322.52","903859961661.373","894387593585.468","870060435920.071","740416405845.879","874011857360.204","",
"Least developed countries: UN classification","LDC","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15211553391.3765","16676645888.1798","18151253876.5032","19598637765.0897","19614491103.7104","22061276713.9935","22406742861.6022","24289118403.9173","26792954986.6328","31057106568.3217","34341112428.4794","38862314415.7304","46198104608.9029","54572286516.4586","62121933436.9126","67139148022.4183","79072428614.7348","83417141377.4683","91176066632.4515","99742831398.339","102530552020.667","123711407982.63","136495706789.46","153047959664.581","165414324286.318","167423343167.502","188489803561.429","",
"Low income","LIC","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10198601594.0363","10969458965.3751","9981490760.99458","9931953880.63402","12235846429.2567","11965241971.8768","13047185527.2448","13967622603.6531","16220196622.223","17595886042.1776","20124314233.4973","24284529171.4566","27292683636.1455","31092112029.2055","31550863369.8691","35950431015.8196","38413058890.4417","40218050088.5131","43235957221.0468","43803931664.775","43362180395.5143","47001997742.439","54963301935.6377","55821858296.5686","56090672872.4939","61882027951.9623","",
"Liechtenstein","LIE","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2299472295.51451","2507667309.84056","2445342059.51529","2489233246.12598","","","",
"Sri Lanka","LKA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","230672268.907563","230041995.798319","237654300.411523","203193260.504202","212268890.756303","297689054.621849","280462205.882353","280452695.473251","290420168.067227","340000016.806723","369243680.672269","404553136.593592","434170854.271357","487812484.375","652932345.864662","735806005.706134","668252045.184304","904509594.137542","518513779.628443","609120122.029544","668360526.315789","669246768.831169","653580028.832292","678198028.049299","821147775.157233","804455077.319588","887544582.441113","967051616.847826","983904460.861364","969237217.753121","1076585134.7978","1204157565.86899","1354004150.12548","1425517350.99338","1628530977.33711","1836058493.65854","2039515107.65334","2235565350.05933","2343010085.33747","2308932616.08154","2458524866.9004","2223830055.95345","3160830022.99812","3510484873.60133","3868178673.78199","4762298507.46269","5437042411.83128","5984124487.44929","7309796203.95481","7617238883.35966","10822289175.6475","12612740120.7613","13904826051.6569","13909873383.2291","14158948162.0989","13773219510.3819","14098384386.9113","14053846260.0625","14205050876.22","14385536160.752","13729767648.0636","15910477631.7377","",
"Lower middle income","LMC","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","155516134954.704","149807335095.122","163076722704.386","167979264031.994","167496692515.897","179137304652.527","182731829203.145","206438201393.546","193792447780.445","206872359940.332","194648954211.183","220159377078.272","251443256772.118","277935933124.482","280709363795.173","235787905410.533","255714518187.328","267990652905.953","280297380814.168","301645409794.687","340267430934.49","395269188804.086","460203923731.006","554776482896.465","657015009913.368","750759818452.243","728716707380.833","861602586676.273","983801661975.438","1038550282165.17","1027931420251.75","1062996891679.19","1023178057766.7","1073462302546.59","1155471497805.44","1196405306526.02","1224184116079.26","1186199701608.49","1392829686747.86","",
"Low & middle income","LMY","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680564129113.54","1973887425414.7","2356372361327.91","2889075984653.08","3477522805918.82","3377731928012.01","4057711473330.81","4846603070349.48","5174974733078.14","5438104247779.87","5699871269454.31","5490857527865.72","5441396790589.96","5978150482697.04","6467407890589.44","6436084774821.22","6287922921324.63","7758533314807.29","",
"Lesotho","LSO","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","419991.600167997","419991.600167997","1119977.60044799","2099958.00083998","2379952.40095198","2519949.60100798","2939941.20117598","3355704.69798658","3642513.3342006","5619596.54178674","7064017.66004415","7572684.24611224","7129714.81140754","8279668.81324747","11614535.4185833","22515083.1353919","33138161.2737545","35958404.5584046","18447688.3403942","27799569.1589624","27175218.5996069","16452685.4219949","25230196.9365427","31527946.9548134","45024631.6252474","47535821.8629656","56802148.9583736","60544489.9141709","72676928.4712483","79517152.7373994","77829165.2585333","89684072.6751399","83994743.3303096","101814236.111111","101415407.991607","101494623.127916","120857575.146258","169381491.677411","190514795.032588","262389136.383465","348010139.946746","336222713.191703","392856782.101455","374098546.569393","375088824.868058","304763999.197517","292411336.375311","329716814.281188","283734352.16756","258951933.839075","299042155.408332","357092939.04647","352328764.888236","351471562.166949","425136875.750912","411955704.437862","321844596.606133","376026017.173364","",
"Late-demographic dividend","LTE","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1175912907236.52","1385026199294.65","1652337883714.79","2074609808971.11","2567747583943.94","2537998718804.56","3027619855644.88","3667441459436.11","3920467806677.77","4182600675028.85","4430231975198.63","4314041750105","4247382201999.29","4678618215843.45","5168529031309.36","5125896203853.42","5070159146646.74","6277880269881.47","",
"Lithuania","LTU","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1316389254.94171","1354928787.22486","1619419076.39189","1763620198.53259","1660808804.48856","1934083728.95986","2110540353.90591","2325461632.38471","3134433164.1286","4127471435.66816","4766765766.88643","5308981051.57485","6315284619.59496","7512149860.96883","5651024464.8318","6284794021.19608","7999788659.53579","8030694314.65686","8200859989.31965","8431552131.83609","7131769119.84922","7273862160.30469","8105069312.12707","8911633893.15764","8805813361.50587","8859078616.31131","10713242804.837","",
"Luxembourg","LUX","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2469328133.55227","2286171986.97068","2139698917.45602","2224210935.7635","2146949102.31892","2047121638.41098","1952957801.28268","2061857549.08549","2622638353.31058","2908615543.00889","2950535497.66226","3038849241.06","4109438701.62197","3933267823.67656","2534054651.88672","2791727299.58334","3004323836.22569","2723776395.35977","2969610842.25648","3253171609.59136","3291701734.39336","3605441346.9467","3138353720.17883","3522748331.24627","3486195872.06274","3719624449.57978","4146881496.54257","",
"Latvia","LVA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1019918710.78152","1020496426.74834","1189518509.55722","1060209698.55832","1020581311.55417","1082982618.77173","1137578912.02149","1294361073.2151","1454853031.60743","1769037335.76168","1938686994.3995","2277386506.14497","3111787717.13856","3443243677.82488","2566844592.71615","2845353769.12092","3228812173.60507","3198905908.36211","3349838999.25636","3296147281.46313","2853886838.23984","2855112682.16732","3191709691.82471","3634722895.00235","3640547897.99999","3803218356.20546","4769524488.12008","",
"Macao SAR, China","MAC","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","491111027.822545","507005506.566486","455971685.325569","459907289.926259","468385250.633801","467337818.839124","484621268.165461","496565899.63403","480236239.192182","504491708.095042","411900168.046306","389249881.74372","382985089.512791","394156216.499215","379723134.151365","426175419.301622","384648888.114586","298998765.601426","212542113.898526","155707180.525356","168242248.883789","199376713.100289","204523550.248457","228117840.017027","257107075.767063","268289327.212918","288437577.871916","297801176.834933","308654978.006319","210536856.466936","256448691.524577","",
"St. Martin (French part)","MAF","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","462997727.497283","475644699.140401","489477324.375062","527023021.440569","608240292.461219","641240984.092481","709702970.29703","852460441.66232","1082811853.22263","1229118037.43878","1536088834.05305","1591654786.95721","1829991339.68423","2248062015.50388","2676515093.22664","3903399050.1956","3405541231.56043","3345495569.48365","3245563778.63401","2988549888.99608","3016027198.64851","3688683403.18967","4275888474.97368","4931141274.19571","4938887715.29889","5819810687.67213","5924395849.12595","6359911185.2893","6033546090.97752","6435875529.71857","7366968454.33255","7894654975.3898","7461257111.36769","7531098454.87485","7665175380.44143","7186846292.11368","6645459285.14554","7117053688.41303","9120062332.8877","10601715527.7402","10498969249.859","11090418425.1217","11950001830.9876","13962169206.3533","14398108500.5771","14533336501.4494","15705632949.7274","14967549024.1528","16572006424.365","18099877472.8477","16445316100.4885","16453938312.5159","17286009079.6533","18921383748.3087","19014983726.9031","18395143627.3271","21902764643.7114","",
"Monaco","MCO","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391554485.445298","349264130.434783","346852380.952381","232830540.037244","150215883.392562","179775926.134444","228919933.472192","242073086.274221","299831164.919025","369741651.322567","390652719.133941","417358560.973567","508104597.237209","668455638.953041","564319687.477497","694273870.779396","888954538.081821","927909752.907932","1063048580.69529","1103384043.60897","926193122.571273","960266229.465676","1117140772.89308","1284941187.72597","1273372671.29293","1244441168.3685","1282870713.0373","",
"Madagascar","MDG","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","781106149.993754","1039398157.4726","880798298.42034","894354006.0767","1007823538.23914","1003341759.35334","1072136526.55821","1131941995.7258","963329910.673851","1208002981.2319","1210660421.90423","1289259431.11277","1423167892.58026","1269250607.76781","","",
"Maldives","MDV","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55752828.125","59890960.9375","54618359.375","57633328.125","59944210.9375","73835148.4375","60362390.625","59209984.375","71592953.0201342","75748333.854004","69800933.1866959","73391439.7544927","78783695.4894802","89816200.7756175","101557808.539676","112608311.458794","114706328.633029","93507847.3358721","104727727.40685","",
"Middle East & North Africa","MEA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73614845177.396","81272528387.6901","95613842849.0492","110267325877.613","116959800531.327","116562068617.822","122787709430.642","138910289973.948","142180147014.684","139586050972.462","157701971826.316","184475352069.203","216418840406.154","246325228061.974","278550480070.486","337906926709.886","301926198374.68","349523523800.202","415433218392.005","458453989398.13","432258318310.958","435653483408.009","384214900592.555","384147401328.884","395454180096.114","408424230313.629","408073928100.45","382273392161.339","474449634954.617","",
"Mexico","MEX","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","4073416000","4567144000","5088360000","5780024000","6504336000","7828592000","8633432000","9846720000","12003072000","15662792000","18566192000","18522448051.9481","17587433628.3186","21842622807.0175","28456135964.9123","37630663043.4783","47267377551.0204","31307805851.0638","27258905079.1007","34113861740.1669","37375275398.9879","27282895554.1026","30864790668.9885","40138967599.3137","44781029453.5852","49992345516.6039","59213028359.3957","67325144915.8293","90938232443.1891","91758445083.1086","68959020936.5361","83023612258.8625","101104210393.383","105891776050.788","115755897033.597","134416283895.258","136599832696.445","133324123653.687","121135374362.777","130313267233.741","137997213499.849","162499120394.157","167598327446.423","175846671338.85","135872738594.739","164611645773.979","181220314972.672","196338874824.405","201767585577.826","209347408162.498","201111578402.731","185289548330.753","202128907669.141","214451526893.678","218959925610.997","189452812953.792","230067712702.985","",
"Marshall Islands","MHL","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1675800","2350200","2160100","2730300","3835500","4425300","5025100","5557300","2599800","3553100","4569600","3227900","4129200","7559300","7388100","6766600","9747600","11398300","5803200","9155100","8833400","8154600","11446400","7904500","5451400","",
"Middle income","MIC","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1667683261151.54","1959645399119.87","2339421609041.16","2868258626757.22","3453784357414.99","3350406756496.17","4028697451598.45","4813399589868.73","5140422373322.47","5402018693146.72","5660999073772.01","5451525836472.13","5402417100678.98","5934985777819.63","6420030404058.52","6386181776650.44","6238492968377.13","7703117112656.96","",
"North Macedonia","MKD","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410530035.33569","1147556122.44898","680400707.13023","639330560.344828","673059868.433218","878441322.746015","860152249.437859","701529584.929055","646354500.502188","646094576.97296","338371477.257036","332553856.645859","338990952.574833","441770690.858082","436734338.664923","606671171.198591","700937260.510883","850372682.193974","968359857.360209","829898005.922822","928076342.249394","1197446123.51574","997780343.827456","1072479324.41433","1244328349.53087","1183623199.62692","1311533651.40486","1424975533.01442","1692859514.34641","1688511880.49619","1598113542.15158","1750225007.8201","",
"Mali","MLI","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","14105637.6904714","22729411.5110144","20563502.0361871","24768893.2681509","26225642.8882377","37583973.611797","42918189.0702861","41689677.6389025","53387825.8461486","50630153.4847581","54587743.0381928","59015973.2000436","64809109.8007666","","","","","","","","","","","","","","","","","","","","","","","","","","437959831.460248","460364116.919232","511520605.423312","614641255.605381","762951383.115306","721186561.769204","786311089.306154","717294057.482005","722120447.151607","1002857071.68279","842128124.325009","772579604.377684","931822377.693674","1073719881.21268","1142730005.06903","1185275904.5564","1286489687.76661","",
"Malta","MLT","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","43245621.2651968","42617420.6474744","58254275.4275428","73053660.8078221","88090655.9750529","122375320.763137","145827829.95052","173394429.195893","221015149.827337","281312215.568862","336858066.119811","316601021.314387","305985937.5","279983222.475926","272836670.081013","272897419.472914","345667467.773651","398282803.180915","446786946.931361","473675289.480168","557416858.030528","587002656.042497","606460358.056266","530181695.676586","595186981.71078","648224708.171206","649952358.265841","648537426.315204","709470659.741408","724709427.464486","834705075.445816","689401888.772298","731610731.610732","853419824.741095","827478824.115595","831737346.101231","843432442.604441","985354503.148097","1228357990.3325","979160878.021673","1015378496.61938","1082822939.86637","1035204933.83014","995616947.801833","990965856.25083","826140019.971153","838941775.514722","934591052.869408","1081719414.26547","1118325310.64592","1126556253.56939","1244589000.59137","",
"Myanmar","MMR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","469682677.948214","528910068.842918","739567509.444929","1010806262.23092","1300677498.94516","1600352134.60844","2262512149.55417","3673383534.99537","5153530248.18509","7196945350.90023","10708099987.7661","11614892408.8464","12113653298.4533","12604753348.371","12856919881.9293","12850290496.5856","14128657231.5994","16265431104.8931","17009782684.6026","","","",
"Middle East & North Africa (excluding high income)","MNA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37186175010.0051","43243448633.3725","52620584592.3046","62273009386.5758","64165776895.9428","65535103991.9663","68927313957.6761","77294635212.3585","77160563811.0743","73740824220.3847","85317206970.085","103595443021.492","124249489461.267","143087852457.279","161303960218.413","202392187845.708","174372740625.801","201618975384.912","247876336803.535","275891707844.665","243676804683.88","238072950574.083","192961206448.023","194859508936.382","193070806970.424","186143887358.743","189537857857.111","182699108170.399","231520550453.757","",
"Montenegro","MNE","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91350327.8839937","134074870.141501","133626404.759656","149570281.57865","180992053.637944","184909837.08494","211356166.10212","187784013.139885","233289878.423905","188496804.667963","188622563.966592","225938195.991091","166628549.402544","180564483.995218","178248970.373323","165784977.255076","163505645.339827","186844780.840488","219368209.730751","206057315.571477","196058119.65812","225829193.281287","",
"Mongolia","MNG","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1169733333.33333","521598180","403639831.578947","244966032.86385","125127980.087749","155320338.728436","250955229.040815","103307093.141358","99874497.651869","79600058.6564463","74300983.6886956","76198620.5430986","104608152.79255","89289097.2531007","106015885.184991","110164905.507559","145327846.157969","185543542.540336","264439690.061729","368997958.576577","295591961.997364","489892268.914028","735966718.076535","919773641.332371","1097370445.77252","1073157032.19256","815194229.311826","745517168.156908","791976226.55872","929479612.305697","1004326441.1809","1032576776.98188","1086740985.80256","",
"Northern Mariana Islands","MNP","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","527247054.7229","396696773.424462","303665195.395178","345650597.820687","304746783.684053","450825123.741555","594354949.928965","765562621.056709","798401382.376655","721957694.1263","781284853.841844","698582578.765098","890952473.057694","1136235380.60253","1149424465.54789","1307581355.70533","1431049438.28052","1479452104.06327","1249529756.562","1108160938.86649","1410652661.38243","1414325527.7905","1389751482.35622","1421876562.46511","1306744855.87444","1012154186.26559","1084101679.1881","1293947301.50416","1359273021.00936","1111093160.58447","1231646369.81593","",
"Mauritania","MRT","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","105665576.103003","127087599.487731","133095535.659321","152177592.863748","138618592.828503","126872995.335508","136732262.709589","155090707.481586","151053143.055808","141178709.285859","144678734.356698","151135269.854688","157378174.945507","210628483.202105","211255395.820804","175720826.375025","177075531.336429","208693856.973051","219862008.135954","254139556.707986","283040165.662651","332437650.781832","317894499.723497","287736199.795972","397682180.617915","377455229.182222","388481438.399533","438755387.364304","462780512.302033","488793459.410356","458709097.181155","391036719.820871","436129673.915473","473637446.569967","475660288.137626","504766803.265464","528296744.890235","",
"Mauritius","MUS","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","94439871.2863878","105792078.458674","129962844.580014","154087601.655015","146662675.845555","154087170.592514","143481260.059784","143342843.963028","158184966.993471","185462198.478226","284411572.506386","386389402.245655","435119105.204016","435940143.477291","547852120.967471","582681203.401417","661676371.183304","653905428.377153","702093912.162313","821828606.431501","919755288.860659","870193818.770688","877037778.157523","875205266.459672","920810587.589906","924625789.153876","922976039.650224","1048705130.54854","1153703172.90034","1096103620.12734","1112270997.00077","1260566461.32523","1529585840.40938","1361022284.24458","1416951442.93863","1597157388.69923","1592512479.20133","1686796041.87431","1768163649.18881","1561983871.8419","1559539585.67212","1623599969.83881","1668808053.18497","1518711150.57719","1233947274.11816","1343491932.52439","",
"Malawi","MWI","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","75133132.6695995","75355969.3318729","88935651.7886809","100509659.831694","151196474.47668","151706809.506218","156903719.423657","145129038.370441","158229570.990807","149310103.297014","145397708.103077","157156842.727419","174629284.194322","189297309.959786","249887878.238811","313137161.493642","359050975.635858","342788638.192768","296974016.534932","183136864.154572","195401080.890099","295427024.202241","335533391.71258","215548034.12642","216079372.892005","202550868.436344","180129697.370954","433073474.9287","433252570.490289","391984475.460264","375905673.235421","495913160.825947","618359313.876447","623531998.744687","642557851.734365","689691514.266709","805963907.727989","557880357.357912","527825596.52345","577551224.794408","611908131.57093","517164939.659195","1010357640.46982","1125584628.43039","1272099897.819","","","",
"Malaysia","MYS","Manufacturing, value added (current US$)","NV.IND.MANF.CD","196625212.335032","190372141.6438","211215797.726382","235533385.600418","272704592.970077","301538318.306546","332109042.205671","372406768.587482","394292630.341043","480446458.905005","531860838.886711","599260623.136651","739990246.843524","1280067040.47804","1777781355.15766","1740671760.493","2177013495.43595","2683993133.70983","3300991796.20035","4369624291.71998","5374618907.62093","5327141660.51821","5199735976.70635","5925836341.70508","6674883427.20601","6137393677.00362","5458522158.51863","6373233846.64232","7697036810.75302","9246898995.86533","10664719582.979","12556008146.6395","15278595829.8975","17343149061.808","19841487578.1131","23398724082.9346","28080928531.6798","28381716232.5218","20771759070.5259","24485526315.7895","28946842105.2632","27219473684.2105","29493684210.5263","32982105263.1579","37896578947.3684","39543186079.0579","44847609181.615","50559692808.9365","56689549733.1974","48137608171.3718","59760019868.9889","69483006535.9477","72756410256.4103","73838903170.5227","77328057685.8444","67181922929.2024","65664489067.8109","69713747558.3667","77241208396.3223","78180325890.1629","75064589032.9487","87531919001.7619","",
"North America","NAC","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1485028539759.75","1532696027660.05","1604792719508.62","1676289683977.18","1591509724490.51","1589832369361.42","1656961693741.44","1756339094659.82","1849875104010.71","1960809119668.14","2023215196556.12","1969246579489.29","1832115304989.82","1953972779981.15","2042315220701.08","2110568133392.95","2164273577680.4","2215858725042.82","2278545749357.55","2250000673162.33","2352682864266.89","2500363947294.14","2537076045274.72","2402086094890.96","2679579875920.91","",
"Namibia","NAM","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","205539051.9132","217173340.428441","211753212.212194","235973319.289112","192732138.453196","148688692.3498","169581167.037199","232223484.125737","240404540.426655","243593600.842643","289994128.303637","284500488.900156","341819389.901823","360089206.475503","383157232.173031","402872763.364672","310705835.83374","359139778.645833","369249588.481088","339418888.61609","382010879.27606","342314384.611811","315542165.131348","561341256.0974","700043748.161679","760213655.109689","1007669060.60203","1190922147.87934","970281869.190591","1149969528.79335","1405984038.85243","1685307109.58904","1589821474.77361","1242656419.61026","1232171315.61183","1294158397.95526","1252199082.99286","1575793316.41715","1682734238.12126","1563025091.12881","1165097517.35473","1386538170.42372","",
"New Caledonia","NCL","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120084968.809781","127008359.994463","141536045.821814","132323047.907256","140084517.297333","153017875.776411","142974795.020718","130180850.081416","201721941.605649","205935328.208605","177436103.435732","179289273.764652","202695934.161805","260518289.50973","307820205.288466","325103176.853755","378451842.756238","438829399.469411","480808220.241741","507855691.84088","520235965.916034","564484145.499337","530660935.999414","603504499.711742","598579671.647873","512481265.085558","515542618.832949","514071820.291178","","","","","",
"Niger","NER","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","19896625.4074188","18364709.8829592","30158127.0253481","33300102.9574388","39088576.8066672","59838251.4720318","50372094.9362435","58343200.5259599","62158902.7853049","66316835.2940841","81940247.9616088","89318575.54663","93714681.8717945","85378397.4253997","77904775.4105749","112578925.435489","102527321.357013","102835088.800992","147557406.038996","137753606.382717","134632338.553666","136673556.769526","367734429.937326","317770822.691682","333054059.853762","302263067.580252","174631137.48857","220899007.990409","229165778.520441","217365805.368587","242271553.37097","244485319.021962","207287992.813373","217193770.816047","244126240.786538","309370233.424051","353143691.332694","368844485.550159","386426266.438704","440319082.421484","519024619.955157","545880530.111628","543083075.128392","586136384.914459","708581115.14832","819428182.772369","921525786.656724","738468132.48114","777149254.073873","846464892.594884","947697261.392411","946902707.749129","1015728277.44247","1139424595.24784","",
"Nigeria","NGA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","33328777311.6883","29028225252.8736","20485329671.5596","13033449390.7842","15526816211.2289","11514709077.1784","9894411156.08181","10435930593.8336","8076336007.42469","9608966833.07844","9575435736.28569","8437951847.90521","5099814445.91611","7080268050.87988","8809724083.28596","9756032408.75","10455104611.7821","9528715746.59091","9652424937.26858","9676573385.92077","10137283309.7881","11227611986.8759","12632156601.9602","14746179490.6368","17674359059.0234","21110113149.0549","23377746987.362","27731516620.6857","23124002430.0413","24048217626.2389","29721745019.4548","35839656468.2736","46440893929.0532","55327271687.0893","46484721159.2155","35122314499.8882","32847667463.5101","40693394898.3656","51633995550.158","54747785262.9803","64408885558.8512","",
